step,true_id,x,y,vx,vy
142,1,-37.100000000000406,0,6,0
142,2,37.100000000000406,0,-6,0
143,1,-36.800000000000409,0,6,0
143,2,36.800000000000409,0,-6,0
144,1,-36.500000000000412,0,6,0
144,2,36.500000000000412,0,-6,0
145,1,-36.200000000000415,0,6,0
145,2,36.200000000000415,0,-6,0
146,1,-35.900000000000418,0,6,0
146,2,35.900000000000418,0,-6,0
147,1,-35.600000000000421,0,6,0
147,2,35.600000000000421,0,-6,0
148,1,-35.300000000000423,0,6,0
148,2,35.300000000000423,0,-6,0
149,1,-35.000000000000426,0,6,0
149,2,35.000000000000426,0,-6,0
150,1,-34.700000000000429,0,6,0
150,2,34.700000000000429,0,-6,0
151,1,-34.400000000000432,0,6,0
151,2,34.400000000000432,0,-6,0
152,1,-34.100000000000435,0,6,0
152,2,34.100000000000435,0,-6,0
153,1,-33.800000000000438,0,6,0
153,2,33.800000000000438,0,-6,0
154,1,-33.500000000000441,0,6,0
154,2,33.500000000000441,0,-6,0
155,1,-33.200000000000443,0,6,0
155,2,33.200000000000443,0,-6,0
156,1,-32.900000000000446,0,6,0
156,2,32.900000000000446,0,-6,0
157,1,-32.600000000000449,0,6,0
157,2,32.600000000000449,0,-6,0
158,1,-32.300000000000452,0,6,0
158,2,32.300000000000452,0,-6,0
159,1,-32.000000000000455,0,6,0
159,2,32.000000000000455,0,-6,0
160,1,-31.700000000000454,0,6,0
160,2,31.700000000000454,0,-6,0
161,1,-31.400000000000453,0,6,0
161,2,31.400000000000453,0,-6,0
162,1,-31.100000000000453,0,6,0
162,2,31.100000000000453,0,-6,0
163,1,-30.800000000000452,0,6,0
163,2,30.800000000000452,0,-6,0
164,1,-30.500000000000451,0,6,0
164,2,30.500000000000451,0,-6,0
165,1,-30.20000000000045,0,6,0
165,2,30.20000000000045,0,-6,0
166,1,-29.90000000000045,0,6,0
166,2,29.90000000000045,0,-6,0
167,1,-29.600000000000449,0,6,0
167,2,29.600000000000449,0,-6,0
168,1,-29.300000000000448,0,6,0
168,2,29.300000000000448,0,-6,0
169,1,-29.000000000000448,0,6,0
169,2,29.000000000000448,0,-6,0
170,1,-28.700000000000447,0,6,0
170,2,28.700000000000447,0,-6,0
171,1,-28.400000000000446,0,6,0
171,2,28.400000000000446,0,-6,0
172,1,-28.100000000000446,0,6,0
172,2,28.100000000000446,0,-6,0
173,1,-27.800000000000445,0,6,0
173,2,27.800000000000445,0,-6,0
174,1,-27.500000000000444,0,6,0
174,2,27.500000000000444,0,-6,0
175,1,-27.200000000000443,0,6,0
175,2,27.200000000000443,0,-6,0
176,1,-26.900000000000443,0,6,0
176,2,26.900000000000443,0,-6,0
177,1,-26.600000000000442,0,6,0
177,2,26.600000000000442,0,-6,0
178,1,-26.300000000000441,0,6,0
178,2,26.300000000000441,0,-6,0
179,1,-26.000000000000441,0,6,0
179,2,26.000000000000441,0,-6,0
180,1,-25.70000000000044,0,6,0
180,2,25.70000000000044,0,-6,0
181,1,-25.400000000000439,0,6,0
181,2,25.400000000000439,0,-6,0
182,1,-25.100000000000438,0,6,0
182,2,25.100000000000438,0,-6,0
183,1,-24.800000000000438,0,6,0
183,2,24.800000000000438,0,-6,0
184,1,-24.500000000000437,0,6,0
184,2,24.500000000000437,0,-6,0
185,1,-24.200000000000436,0,6,0
185,2,24.200000000000436,0,-6,0
186,1,-23.900000000000436,0,6,0
186,2,23.900000000000436,0,-6,0
187,1,-23.600000000000435,0,6,0
187,2,23.600000000000435,0,-6,0
188,1,-23.300000000000434,0,6,0
188,2,23.300000000000434,0,-6,0
189,1,-23.000000000000433,0,6,0
189,2,23.000000000000433,0,-6,0
190,1,-22.700000000000433,0,6,0
190,2,22.700000000000433,0,-6,0
191,1,-22.400000000000432,0,6,0
191,2,22.400000000000432,0,-6,0
192,1,-22.100000000000431,0,6,0
192,2,22.100000000000431,0,-6,0
193,1,-21.800000000000431,0,6,0
193,2,21.800000000000431,0,-6,0
194,1,-21.50000000000043,0,6,0
194,2,21.50000000000043,0,-6,0
195,1,-21.200000000000429,0,6,0
195,2,21.200000000000429,0,-6,0
196,1,-20.900000000000428,0,6,0
196,2,20.900000000000428,0,-6,0
197,1,-20.600000000000428,0,6,0
197,2,20.600000000000428,0,-6,0
198,1,-20.300000000000427,0,6,0
198,2,20.300000000000427,0,-6,0
199,1,-20.000000000000426,0,6,0
199,2,20.000000000000426,0,-6,0
